id;source;sample_name;suite_by_autor;classification_peate92;classification_peate97;latitude;longitude;elevation;localization;SiO2_nr;TiO2_nr;Al2O3_nr;FeO_nr;Fe2O3_nr;FeOt_nr;Fe2O3t_nr;MnO_nr;MgO_nr;CaO_nr;Na2O_nr;K2O_nr;P2O5_nr;LOI_nr;total_nr;SiO2;TiO2;Al2O3;Fe2O3t;MnO;MgO;CaO;Na2O;K2O;P2O5;total;Ti/Y;Ti/Zr;Zr/Y;Sr/Y;Ba/Y;Ba;Rb;Sr;Y;Zr;Nb;Ni;Cr;Sc;Co;La;Ce;Nd;Sm;Eu;Tb;Yb;Lu;Hf;Ta;Th;U;Pb;V;Cu;Zn;Ga;Cs;87Sr/86Sr_m;87Sr/86Sr_r;143Nd/144Nd_m;143Nd/144Nd_r;206Pb/204Pb_m;206Pb/204Pb_r;207Pb/204Pb_m;207Pb/204Pb_r;208Pb/204Pb_m;208Pb/204Pb_r;Coluna1;Coluna2
;Ruegg. 1976;T51;;;;;;;;49.2;2.6;14.6;;;;13.9;0.2;4.5;9.2;2.4;0.8;0.4;2.0;99.8;50.31;2.66;14.93;14.21;0.2;4.6;9.41;2.45;0.82;0.41;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T52;;;;;;;;49.2;2.6;14.7;;;;13.2;0.4;4.2;10.0;2.4;0.7;0.4;2.0;99.8;50.31;2.66;15.03;13.5;0.41;4.29;10.22;2.45;0.72;0.41;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N300;;;;;;;;49.3;3.09;13.8;;;;15.18;0.23;5.17;7.88;2.86;1.53;0.0;1.45;100.49;49.78;3.12;13.93;15.33;0.23;5.22;7.96;2.89;1.54;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S105;;;;;;;;49.3;3.23;12.35;;;;14.98;0.21;4.26;8.47;2.84;1.03;0.0;2.11;98.78;51.0;3.34;12.78;15.5;0.22;4.41;8.76;2.94;1.07;0.0;100.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S312;;;;;;;;49.3;1.99;13.4;;;;14.82;0.23;6.96;9.84;2.44;0.94;0.0;0.56;100.48;49.34;1.99;13.41;14.83;0.23;6.97;9.85;2.44;0.94;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S313;;;;;;;;49.3;1.2;15.6;;;;10.4;0.19;6.13;10.6;2.26;0.88;0.0;1.87;98.43;51.06;1.24;16.16;10.77;0.2;6.35;10.98;2.34;0.91;0.0;100.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T53;;;;;;;;49.36;1.1;12.71;;;;13.11;0.0;7.56;11.14;1.84;0.66;0.23;1.95;99.66;50.52;1.13;13.01;13.42;0.0;7.74;11.4;1.88;0.68;0.24;100.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N351;;;;;;;;49.37;4.0;9.8;;;;16.51;0.07;5.25;9.63;2.64;1.2;0.39;1.02;99.88;49.94;4.05;9.91;16.7;0.07;5.31;9.74;2.67;1.21;0.39;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S138;;;;;;;;49.4;2.74;12.9;;;;13.48;0.22;7.19;10.21;2.38;1.24;0.0;0.85;100.61;49.52;2.75;12.93;13.51;0.22;7.21;10.23;2.39;1.24;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T54;;;;;;;;49.5;2.53;12.12;;;;15.37;0.17;5.02;9.4;3.62;0.33;0.29;2.08;100.43;50.33;2.57;12.32;15.63;0.17;5.1;9.56;3.68;0.34;0.29;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T55;;;;;;;;49.5;2.47;13.45;;;;19.84;0.19;4.8;8.05;2.8;1.6;0.36;1.2;104.26;48.03;2.4;13.05;19.25;0.18;4.66;7.81;2.72;1.55;0.35;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N255T;;;;;;;;49.6;2.52;12.9;;;;14.99;0.22;5.46;9.83;2.48;1.09;0.0;0.71;99.8;50.06;2.54;13.02;15.13;0.22;5.51;9.92;2.5;1.1;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S2;;;;;;;;49.6;1.1;14.45;;;;12.15;0.2;7.47;10.36;2.44;0.95;0.0;0.39;99.11;50.24;1.11;14.64;12.31;0.2;7.57;10.49;2.47;0.96;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S498;;;;;;;;49.6;3.63;13.95;;;;13.15;0.18;4.76;8.54;2.75;1.62;0.0;1.83;100.01;50.52;3.7;14.21;13.39;0.18;4.85;8.7;2.8;1.65;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T57;;;;;;;;49.6;3.7;14.65;;;;14.42;0.19;3.88;7.07;2.74;1.38;0.45;1.6;99.68;50.57;3.77;14.94;14.7;0.19;3.96;7.21;2.79;1.41;0.46;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T58;;;;;;;;49.6;2.6;14.3;;;;14.2;0.3;4.5;9.0;2.4;0.8;0.4;2.1;100.2;50.56;2.65;14.58;14.48;0.31;4.59;9.17;2.45;0.82;0.41;100.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T59;;;;;;;;49.6;3.0;13.97;;;;13.6;0.18;3.35;8.26;3.35;1.49;0.43;1.8;99.03;51.01;3.09;14.37;13.99;0.19;3.45;8.5;3.45;1.53;0.44;100.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T61;;;;;;;;49.7;3.84;13.19;;;;14.35;0.1;3.77;7.6;2.49;1.57;0.49;2.85;99.95;51.18;3.95;13.58;14.78;0.1;3.88;7.83;2.56;1.62;0.5;99.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T62;;;;;;;;49.7;2.7;15.7;;;;12.8;0.2;4.2;9.3;2.2;0.8;0.4;1.8;99.8;50.71;2.76;16.02;13.06;0.2;4.29;9.49;2.24;0.82;0.41;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S127;;;;;;;;49.8;1.37;14.1;;;;12.16;0.2;7.11;10.99;2.06;0.69;0.0;1.89;100.37;50.57;1.39;14.32;12.35;0.2;7.22;11.16;2.09;0.7;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T63;;;;;;;;49.8;3.2;14.83;;;;14.7;0.22;4.17;7.61;2.51;1.16;0.57;1.06;99.83;50.42;3.24;15.01;14.88;0.22;4.22;7.7;2.54;1.17;0.58;99.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T64;;;;;;;;49.8;4.2;13.8;;;;13.1;0.24;2.85;7.95;2.85;2.1;0.59;2.2;99.68;51.09;4.31;14.16;13.44;0.25;2.92;8.16;2.92;2.15;0.61;100.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T65;;;;;;;;49.8;2.91;13.0;;;;14.37;0.22;5.5;8.7;2.64;0.8;0.37;2.2;100.51;50.66;2.96;13.22;14.62;0.22;5.59;8.85;2.69;0.81;0.38;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T66;;;;;;;;49.8;2.7;13.6;;;;13.8;0.17;4.29;8.68;2.6;1.37;0.45;2.0;99.46;51.1;2.77;13.95;14.16;0.17;4.4;8.91;2.67;1.41;0.46;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T67;;;;;;;;49.82;2.2;13.38;;;;14.49;0.18;5.61;9.89;2.22;1.12;0.29;2.29;101.49;50.22;2.22;13.49;14.61;0.18;5.66;9.97;2.24;1.13;0.29;100.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N379;;;;;;;;49.9;2.5;13.0;;;;14.99;0.24;5.13;9.07;2.61;0.89;0.0;1.39;99.72;50.75;2.54;13.22;15.24;0.24;5.22;9.22;2.65;0.91;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T68;;;;;;;;49.9;3.64;12.12;;;;17.1;0.19;3.86;7.66;2.61;1.42;0.34;1.82;100.66;50.49;3.68;12.26;17.3;0.19;3.91;7.75;2.64;1.44;0.34;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T70;;;;;;;;50.17;0.0;18.03;;;;12.96;0.0;6.12;8.86;3.0;0.81;0.0;1.02;100.97;50.2;0.0;18.04;12.97;0.0;6.12;8.86;3.0;0.81;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N381;;;;;;;;50.2;2.46;11.6;;;;15.75;0.2;4.67;8.66;2.76;1.58;0.0;1.58;99.46;51.29;2.51;11.85;16.09;0.2;4.77;8.85;2.82;1.61;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T71;;;;;;;;50.2;3.9;11.73;;;;15.9;0.2;2.75;8.54;2.79;1.5;0.57;1.99;100.07;51.18;3.98;11.96;16.21;0.2;2.8;8.71;2.84;1.53;0.58;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N332;;;;;;;;50.3;3.7;13.25;;;;15.44;0.24;3.76;8.27;2.87;1.44;0.0;1.01;100.28;50.67;3.73;13.35;15.55;0.24;3.79;8.33;2.89;1.45;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S1226;;;;;;;;50.4;1.24;14.35;;;;13.04;0.21;6.07;11.15;2.49;0.95;0.0;0.46;100.36;50.45;1.24;14.36;13.05;0.21;6.08;11.16;2.49;0.95;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S367;;;;;;;;50.4;1.65;13.6;;;;13.71;0.28;3.99;8.51;3.16;1.56;0.0;2.18;99.04;52.03;1.7;14.04;14.15;0.29;4.12;8.79;3.26;1.61;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S67;;;;;;;;50.4;3.27;13.05;;;;15.04;0.22;3.58;7.07;2.94;2.19;0.0;0.39;98.15;51.55;3.34;13.35;15.38;0.23;3.66;7.23;3.01;2.24;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T72;;;;;;;;50.4;2.4;13.6;;;;15.6;0.3;2.2;6.5;3.0;2.55;0.92;2.0;99.47;51.71;2.46;13.95;16.0;0.31;2.26;6.67;3.08;2.62;0.94;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N310;;;;;;;;50.5;3.13;13.35;;;;12.66;0.18;5.05;8.46;2.92;1.73;0.0;1.06;99.04;51.54;3.19;13.63;12.92;0.18;5.15;8.63;2.98;1.77;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S50;;;;;;;;50.5;1.79;14.0;;;;13.41;0.21;5.14;8.66;2.84;1.84;0.0;2.12;100.51;51.33;1.82;14.23;13.63;0.21;5.22;8.8;2.89;1.87;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N358;;;;;;;;50.59;5.3;9.0;;;;11.31;0.49;4.0;7.42;2.92;2.05;0.77;1.82;95.67;53.91;5.65;9.59;12.05;0.52;4.26;7.91;3.11;2.18;0.82;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N386;;;;;;;;50.6;3.57;12.5;;;;14.88;0.23;4.17;8.53;2.58;1.34;0.0;0.81;99.21;51.42;3.63;12.7;15.12;0.23;4.24;8.67;2.62;1.36;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S78;;;;;;;;50.6;3.5;13.9;;;;13.31;0.17;4.57;7.6;2.88;2.04;0.0;0.68;99.25;51.33;3.55;14.1;13.5;0.17;4.64;7.71;2.92;2.07;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T73;;;;;;;;50.6;2.9;13.0;;;;14.9;0.2;3.74;7.22;2.98;1.83;0.33;2.2;99.9;51.79;2.97;13.31;15.25;0.2;3.83;7.39;3.05;1.87;0.34;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N264;;;;;;;;50.7;3.17;12.7;;;;15.15;0.24;4.21;8.61;2.77;1.29;0.0;0.96;99.8;51.3;3.21;12.85;15.33;0.24;4.26;8.71;2.8;1.31;0.0;100.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N355;;;;;;;;50.73;3.21;9.3;;;;16.43;0.18;5.07;9.4;2.66;1.07;0.32;1.39;99.76;51.57;3.26;9.45;16.7;0.18;5.15;9.56;2.7;1.09;0.33;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T74;;;;;;;;50.74;3.72;12.44;;;;13.78;0.1;4.22;7.57;2.56;1.57;0.62;2.77;100.09;52.14;3.82;12.78;14.16;0.1;4.34;7.78;2.63;1.61;0.64;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S382;;;;;;;;50.8;1.36;12.35;;;;13.26;0.24;6.43;10.17;2.29;1.0;0.0;0.32;98.22;51.89;1.39;12.61;13.54;0.25;6.57;10.39;2.34;1.02;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T75;;;;;;;;50.86;1.52;14.0;;;;14.0;0.15;6.03;10.04;2.29;0.76;0.2;2.21;102.06;50.94;1.52;14.02;14.02;0.15;6.04;10.06;2.29;0.76;0.2;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N356;;;;;;;;50.87;2.95;10.55;;;;8.56;0.18;5.47;9.56;2.57;0.79;0.28;1.44;93.22;55.43;3.21;11.49;9.33;0.2;5.96;10.42;2.8;0.86;0.31;100.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S11;;;;;;;;50.9;1.1;13.7;;;;11.49;0.2;6.59;9.76;2.33;1.29;0.0;0.92;98.28;52.28;1.13;14.07;11.8;0.21;6.77;10.02;2.39;1.32;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N353;;;;;;;;50.99;3.53;9.12;;;;15.56;0.15;5.38;9.75;2.71;0.99;0.34;1.21;99.73;51.76;3.58;9.26;15.79;0.15;5.46;9.9;2.75;1.0;0.35;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S65;;;;;;;;51.0;3.41;12.65;;;;15.23;0.22;3.48;7.02;2.89;2.14;0.0;0.45;98.49;52.02;3.48;12.9;15.53;0.22;3.55;7.16;2.95;2.18;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T76;;;;;;;;51.0;3.5;12.63;;;;14.19;0.25;3.91;7.9;2.98;2.0;0.47;1.5;100.33;51.6;3.54;12.78;14.36;0.25;3.96;7.99;3.02;2.02;0.48;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N271;;;;;;;;51.1;3.05;14.05;;;;13.58;0.21;3.99;7.29;3.19;2.1;0.0;0.18;98.74;51.85;3.09;14.26;13.78;0.21;4.05;7.4;3.24;2.13;0.0;100.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N274;;;;;;;;51.2;3.28;12.75;;;;15.42;0.25;3.76;7.37;2.82;1.83;0.0;1.14;99.82;51.88;3.32;12.92;15.63;0.25;3.81;7.47;2.86;1.85;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S495;;;;;;;;51.2;2.58;13.4;;;;14.18;0.22;4.86;9.17;2.78;1.24;0.0;0.83;100.46;51.39;2.59;13.45;14.23;0.22;4.88;9.2;2.79;1.24;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N272;;;;;;;;51.3;3.01;13.45;;;;12.97;0.2;4.09;7.18;3.19;2.19;0.0;0.24;97.82;52.57;3.08;13.78;13.29;0.2;4.19;7.36;3.27;2.24;0.0;99.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N339;;;;;;;;51.3;2.89;9.34;;;;17.72;0.18;4.51;9.95;2.05;0.99;0.31;1.14;100.38;51.69;2.91;9.41;17.86;0.18;4.54;10.03;2.07;1.0;0.31;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N374;;;;;;;;51.3;3.66;13.3;;;;12.63;0.17;4.75;7.54;2.74;1.96;0.0;2.07;100.12;52.32;3.73;13.56;12.88;0.17;4.84;7.69;2.79;2.0;0.0;99.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S15;;;;;;;;51.4;3.57;13.4;;;;13.1;0.19;4.86;8.48;2.78;1.79;0.0;0.76;100.33;51.62;3.59;13.46;13.16;0.19;4.88;8.52;2.79;1.8;0.0;100.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T77;;;;;;;;51.43;1.13;14.62;;;;11.07;0.15;6.56;10.59;2.26;1.29;0.0;0.81;99.91;51.9;1.14;14.75;11.17;0.15;6.62;10.69;2.28;1.3;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S179;;;;;;;;51.6;3.14;13.9;;;;13.33;0.21;3.85;6.72;3.7;1.78;0.0;1.23;99.46;52.53;3.2;14.15;13.57;0.21;3.92;6.84;3.77;1.81;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T78;;;;;;;;51.67;1.39;13.29;;;;11.02;0.16;6.43;10.3;2.95;0.76;0.14;2.74;100.85;52.67;1.42;13.55;11.23;0.16;6.55;10.5;3.01;0.77;0.14;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S49;;;;;;;;51.7;1.67;13.5;;;;13.5;0.21;4.58;7.34;2.61;1.72;0.0;1.42;98.25;53.39;1.72;13.94;13.94;0.22;4.73;7.58;2.7;1.78;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S366;;;;;;;;51.8;3.24;13.25;;;;12.26;0.18;5.44;8.4;2.57;1.88;0.0;1.14;100.16;52.31;3.27;13.38;12.38;0.18;5.49;8.48;2.6;1.9;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S66;;;;;;;;51.8;3.21;13.05;;;;14.94;0.21;3.73;7.02;2.94;2.14;0.0;0.4;99.44;52.3;3.24;13.18;15.08;0.21;3.77;7.09;2.97;2.16;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T79;;;;;;;;51.85;0.0;13.5;;;;16.43;0.0;5.49;8.8;3.1;0.91;0.0;0.93;101.01;51.81;0.0;13.49;16.42;0.0;5.49;8.79;3.1;0.91;0.0;100.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S28;;;;;;;;51.9;2.84;13.45;;;;12.78;0.21;5.59;7.59;3.25;2.15;0.0;0.15;99.91;52.02;2.85;13.48;12.81;0.21;5.6;7.61;3.26;2.16;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T80;;;;;;;;51.9;0.9;14.73;;;;9.87;0.14;7.08;10.9;1.83;0.79;0.11;1.84;100.09;52.82;0.92;14.99;10.05;0.14;7.21;11.09;1.86;0.8;0.11;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T81;;;;;;;;52.02;1.46;15.49;;;;10.02;0.13;6.54;10.87;1.78;0.69;0.14;0.94;100.08;52.47;1.47;15.62;10.11;0.13;6.6;10.96;1.8;0.7;0.14;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T82;;;;;;;;52.27;1.39;14.76;;;;10.81;0.16;6.52;10.38;1.8;1.07;0.17;1.57;100.9;52.62;1.4;14.86;10.88;0.16;6.56;10.45;1.81;1.08;0.17;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T83;;;;;;;;52.28;1.64;12.53;;;;15.5;0.22;4.06;7.64;2.04;2.55;0.19;1.93;100.58;53.0;1.66;12.7;15.71;0.22;4.12;7.74;2.07;2.58;0.19;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S80;;;;;;;;52.3;2.9;14.1;;;;12.72;0.2;3.97;7.1;3.23;2.04;0.0;0.65;99.21;53.06;2.94;14.31;12.91;0.2;4.03;7.2;3.28;2.07;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S20;;;;;;;;52.5;3.27;13.2;;;;13.87;0.22;4.24;7.38;3.19;2.14;0.0;0.19;100.2;52.49;3.27;13.2;13.87;0.22;4.24;7.38;3.19;2.14;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N382;;;;;;;;52.6;3.36;11.75;;;;14.04;0.23;4.1;7.71;2.67;1.43;0.0;1.12;99.01;53.73;3.43;12.0;14.34;0.23;4.19;7.88;2.73;1.46;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N266;;;;;;;;52.7;2.64;12.1;;;;15.35;0.24;3.05;6.49;3.15;2.02;0.0;1.62;99.36;53.92;2.7;12.38;15.7;0.25;3.12;6.64;3.22;2.07;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S671;;;;;;;;52.7;3.21;14.0;;;;12.9;0.17;3.4;6.9;3.2;2.41;0.0;1.49;100.38;53.29;3.25;14.16;13.04;0.17;3.44;6.98;3.24;2.44;0.0;100.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T84;;;;;;;;52.83;3.21;11.31;;;;15.7;0.0;3.33;6.82;2.6;2.2;0.46;1.4;99.86;53.66;3.26;11.49;15.95;0.0;3.38;6.93;2.64;2.23;0.47;100.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N267;;;;;;;;53.0;2.61;12.35;;;;14.33;0.24;3.51;6.77;3.06;2.27;0.0;1.15;99.29;54.0;2.66;12.58;14.6;0.24;3.58;6.9;3.12;2.31;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N363;;;;;;;;53.04;3.58;9.31;;;;15.45;0.22;2.86;6.35;3.9;2.53;0.0;1.44;98.68;54.55;3.68;9.57;15.89;0.23;2.94;6.53;4.01;2.6;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N308;;;;;;;;53.2;2.98;12.5;;;;11.82;0.16;5.61;8.29;2.53;2.39;0.0;0.7;100.18;53.48;3.0;12.57;11.88;0.16;5.64;8.33;2.54;2.4;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T85;;;;;;;;53.55;0.0;15.54;;;;15.79;0.0;5.79;6.71;1.41;1.96;0.0;1.83;102.58;53.15;0.0;15.42;15.67;0.0;5.75;6.66;1.4;1.95;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S310;;;;;;;;53.6;1.54;13.6;;;;13.0;0.19;4.22;8.09;2.68;1.59;0.0;0.79;99.3;54.41;1.56;13.81;13.2;0.19;4.28;8.21;2.72;1.61;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S369;;;;;;;;53.6;3.57;11.7;;;;15.59;0.23;3.18;7.59;2.63;2.04;0.0;0.13;100.26;53.53;3.57;11.68;15.57;0.23;3.18;7.58;2.63;2.04;0.0;100.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S637;;;;;;;;53.6;2.86;13.5;;;;13.11;0.22;4.15;7.1;3.2;2.2;0.0;0.05;99.99;53.63;2.86;13.51;13.12;0.22;4.15;7.1;3.2;2.2;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
